crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2023-05-05,21:30,BRONX,10906,,,,FLATBUSH AVENUE,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,Turning Improperly,,,4004395,,Sedan,,,
2023-08-04,04:45,STATEN ISLAND,11076,,,,GRAND CONCOURSE,BROADWAY,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,,Passing or Lane Usage Improper,,,4003578,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2023-06-04,00:00,STATEN ISLAND,,40.73863,-74.108549,POINT (-74.108549 40.73863),QUEENS BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,4004210,Sedan,Sedan,,,
2023-08-01,13:30,QUEENS,11604,40.634624,-74.20647,POINT (-74.20647 40.634624),NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4003920,TAXI,,,,
2023-02-08,00:00,MANHATTAN,10151,40.84793,-73.975317,POINT (-73.975317 40.84793),BROADWAY,NORTHERN BOULEVARD,,1,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,4003562,Sedan,Motorcycle,,,
2023-06-30,18:45,BROOKLYN,10903,40.679772,-73.959154,POINT (-73.959154 40.679772),QUEENS BOULEVARD,BOSTON ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4003315,Bike,Sedan,,,
2023-02-09,13:00,QUEENS,10590,40.869081,-73.916918,POINT (-73.916918 40.869081),LINDEN BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4001762,Motorcycle,Pick-up Truck,,,
2023-10-06,15:15,BROOKLYN,10190,40.881595,-74.169821,POINT (-74.169821 40.881595),FLATBUSH AVENUE,,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,4003538,Sedan,Sedan,,,
2023-08-02,00:00,MANHATTAN,10576,40.694512,-73.725541,POINT (-73.725541 40.694512),,,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,Unsafe Speed,Unknown,,,4004901,Station Wagon/Sport Utility Vehicle,Bike,,,
2023-02-12,07:30,MANHATTAN,11118,40.764946,-73.886758,POINT (-73.886758 40.764946),LINDEN BOULEVARD,JEROME AVENUE,,1,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4000750,Sedan,,,,
2023-02-10,15:45,QUEENS,,40.737331,-74.224552,POINT (-74.224552 40.737331),ATLANTIC AVENUE,BELT PARKWAY,,1,0,1,0,0,0,0,0,Unspecified,Failure to Yield Right-of-Way,Turning Improperly,,,4003619,Pick-up Truck,Sedan,,,
2023-10-14,00:45,MANHATTAN,11013,40.621462,-73.842202,POINT (-73.842202 40.621462),NORTHERN BOULEVARD,,,1,0,0,0,0,0,0,0,Unspecified,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,4001785,Sedan,TAXI,,,
2023-12-22,10:30,QUEENS,,40.567874,-74.058539,POINT (-74.058539 40.567874),FLATBUSH AVENUE,JEROME AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Following Too Closely,,,,4004624,Pick-up Truck,,Bus,,
2023-04-11,04:00,MANHATTAN,10008,40.629339,-73.752131,POINT (-73.752131 40.629339),FLATBUSH AVENUE,CANAL STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4003383,Bus,Station Wagon/Sport Utility Vehicle,,,
2023-05-11,22:15,BRONX,11335,,,,QUEENS BOULEVARD,BROADWAY,,2,0,0,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,,,,4004223,Van,Sedan,,,
2023-01-05,16:45,QUEENS,11427,40.577308,-74.161998,POINT (-74.161998 40.577308),BROADWAY,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Failure to Yield Right-of-Way,,,,4000405,Sedan,Sedan,,,
2023-04-30,06:45,MANHATTAN,10222,40.919403,-73.769777,POINT (-73.769777 40.919403),ATLANTIC AVENUE,,,1,0,0,0,1,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4000757,Station Wagon/Sport Utility Vehicle,Bus,,,
2023-12-16,13:15,MANHATTAN,11275,40.914333,-73.909469,POINT (-73.909469 40.914333),BOSTON ROAD,JEROME AVENUE,,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4002711,TAXI,Bike,,,
2023-03-23,00:45,BRONX,10560,40.839403,-74.242545,POINT (-74.242545 40.839403),BOSTON ROAD,,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,4002670,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-04-03,10:30,BROOKLYN,10632,40.885401,-73.796331,POINT (-73.796331 40.885401),,QUEENS BOULEVARD,PARKING LOT,2,0,0,0,1,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4004124,Sedan,Sedan,,,
2023-11-25,01:00,BRONX,11111,40.558783,-73.9494,POINT (-73.9494 40.558783),GRAND CONCOURSE,,,2,0,1,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,,,,4000097,Sedan,Sedan,,,
2023-10-08,02:00,QUEENS,10657,40.604055,-74.016636,POINT (-74.016636 40.604055),NORTHERN BOULEVARD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Failure to Yield Right-of-Way,,,,4001333,Sedan,Bike,,,
2023-12-19,13:30,MANHATTAN,10150,40.667809,-74.097591,POINT (-74.097591 40.667809),FLATBUSH AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,4004544,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-03-15,15:00,BROOKLYN,10366,40.618904,-73.954455,POINT (-73.954455 40.618904),ATLANTIC AVENUE,,PARKING LOT,2,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,4002791,Station Wagon/Sport Utility Vehicle,,Unknown,,
2023-01-01,13:00,MANHATTAN,10685,40.671488,-74.0387,POINT (-74.0387 40.671488),BOSTON ROAD,,,3,0,1,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4002854,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2023-09-01,19:00,MANHATTAN,10364,40.787434,-73.795417,POINT (-73.795417 40.787434),GRAND CONCOURSE,BELT PARKWAY,,2,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4000186,,Van,,,
2023-08-04,06:45,BROOKLYN,11090,40.714771,-74.188018,POINT (-74.188018 40.714771),BELT PARKWAY,BROADWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Backing Unsafely,,,,4001136,TAXI,Pick-up Truck,,,
2023-05-05,19:30,MANHATTAN,11295,40.68016,-73.939143,POINT (-73.939143 40.68016),BELT PARKWAY,QUEENS BOULEVARD,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,Following Too Closely,,,4002723,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-02-24,13:30,BROOKLYN,,40.712945,-74.182726,POINT (-74.182726 40.712945),NORTHERN BOULEVARD,FLATBUSH AVENUE,,0,2,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4003583,Sedan,Sedan,,,
2023-05-04,13:00,BROOKLYN,10433,40.584238,-73.798941,POINT (-73.798941 40.584238),HYLAN BOULEVARD,BOSTON ROAD,,2,0,0,0,0,0,0,0,Unknown,Failure to Yield Right-of-Way,,,,4002058,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2023-08-05,14:45,MANHATTAN,10371,40.839642,-74.060725,POINT (-74.060725 40.839642),BELT PARKWAY,LINDEN BOULEVARD,,1,0,0,0,0,0,1,0,,Following Too Closely,Pavement Slippery,,,4001319,Sedan,TAXI,,,
2023-01-09,19:45,QUEENS,11324,40.732174,-73.874206,POINT (-73.874206 40.732174),FLATBUSH AVENUE,QUEENS BOULEVARD,,2,0,1,0,0,0,0,0,Unsafe Speed,,,,,4004560,Sedan,,,,
2023-06-09,22:45,MANHATTAN,10135,40.657042,-74.219087,POINT (-74.219087 40.657042),QUEENS BOULEVARD,BELT PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4000148,Bike,Bus,,,
2023-05-05,09:30,BRONX,11417,,,,QUEENS BOULEVARD,,,0,0,0,0,0,0,0,0,Turning Improperly,Following Too Closely,Unspecified,,,4000028,Van,Sedan,,,
2023-10-20,15:30,MANHATTAN,10815,40.652657,-73.77109,POINT (-73.77109 40.652657),CANAL STREET,GRAND CONCOURSE,PARKING LOT,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4004229,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-07-24,17:45,MANHATTAN,10554,40.822557,-74.080357,POINT (-74.080357 40.822557),QUEENS BOULEVARD,,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,4001394,Van,Bus,,,
2023-02-04,19:45,BRONX,11131,40.51349,-73.88625,POINT (-73.88625 40.51349),QUEENS BOULEVARD,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Speed,Traffic Control Disregarded,Following Too Closely,,,4003363,Station Wagon/Sport Utility Vehicle,Bike,,,
2023-11-10,16:45,QUEENS,10172,40.870601,-73.779853,POINT (-73.779853 40.870601),BROADWAY,LINDEN BOULEVARD,PARKING LOT,1,0,0,0,0,0,0,0,Backing Unsafely,,Traffic Control Disregarded,,,4000692,Motorcycle,Sedan,TAXI,,
2023-12-23,19:00,STATEN ISLAND,10134,40.781054,-74.183336,POINT (-74.183336 40.781054),,BOSTON ROAD,,0,1,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4002866,Van,Sedan,Unknown,,
2023-10-20,22:00,BROOKLYN,11631,,,,LINDEN BOULEVARD,JEROME AVENUE,,1,0,1,0,0,0,0,0,Following Too Closely,Unspecified,,,,4003776,Bus,Sedan,,,
2023-01-27,06:45,BROOKLYN,,40.861034,-73.805397,POINT (-73.805397 40.861034),FLATBUSH AVENUE,BELT PARKWAY,,2,0,1,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4001386,TAXI,Station Wagon/Sport Utility Vehicle,,,
2023-12-05,09:00,STATEN ISLAND,10433,40.830581,-73.815932,POINT (-73.815932 40.830581),BOSTON ROAD,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4001845,TAXI,,,,
2023-01-10,06:30,QUEENS,,40.657747,-74.086671,POINT (-74.086671 40.657747),QUEENS BOULEVARD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4004828,TAXI,Van,,,
2023-07-21,02:00,BROOKLYN,11680,,,,CANAL STREET,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4000129,Bike,Van,,,
2023-01-09,20:15,QUEENS,11387,40.837823,-74.013563,POINT (-74.013563 40.837823),QUEENS BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4001599,Motorcycle,Sedan,,,
2023-03-13,18:00,STATEN ISLAND,,40.580441,-74.026634,POINT (-74.026634 40.580441),JEROME AVENUE,BROADWAY,PARKING LOT,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4003629,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2023-08-24,16:30,STATEN ISLAND,10882,40.542074,-73.803274,POINT (-73.803274 40.542074),BROADWAY,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4004596,Pick-up Truck,TAXI,Unknown,,
2023-11-05,11:15,MANHATTAN,11357,40.595806,-73.916298,POINT (-73.916298 40.595806),HYLAN BOULEVARD,BELT PARKWAY,,2,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4000701,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,TAXI,,
2023-04-15,21:15,MANHATTAN,11272,40.708983,-74.040146,POINT (-74.040146 40.708983),BROADWAY,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,Pavement Slippery,,,4003547,Bike,Sedan,,,
2023-01-09,16:30,MANHATTAN,11138,,,,BROADWAY,,,1,0,0,0,0,0,0,0,Unspecified,Backing Unsafely,,,,4003028,Sedan,TAXI,,,
2023-03-25,19:45,BROOKLYN,10789,40.532846,-74.191952,POINT (-74.191952 40.532846),BROADWAY,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4002969,Sedan,Sedan,Van,,
2023-03-09,08:30,BROOKLYN,11148,,,,ATLANTIC AVENUE,HYLAN BOULEVARD,,1,0,0,0,1,0,0,0,Pavement Slippery,Unspecified,,,,4004446,Sedan,TAXI,,,
2023-03-21,22:45,QUEENS,10303,40.909108,-74.140752,POINT (-74.140752 40.909108),QUEENS BOULEVARD,NORTHERN BOULEVARD,,2,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,4001708,Bus,TAXI,Unknown,,
2023-03-02,20:15,MANHATTAN,,40.627574,-74.211573,POINT (-74.211573 40.627574),,JEROME AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,,,,4002953,Bus,Station Wagon/Sport Utility Vehicle,,,
2023-05-08,21:45,BROOKLYN,10727,40.533902,-74.129628,POINT (-74.129628 40.533902),NORTHERN BOULEVARD,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4000454,Station Wagon/Sport Utility Vehicle,,,,
2023-10-04,08:45,,,,,,JEROME AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4002868,Sedan,TAXI,,,
2023-12-25,08:15,BRONX,10321,40.713488,-73.826861,POINT (-73.826861 40.713488),HYLAN BOULEVARD,JEROME AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4002040,Van,,,,
2023-09-09,15:15,BRONX,10575,,,,QUEENS BOULEVARD,GRAND CONCOURSE,PARKING LOT,3,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4001772,Bus,Bike,,,
2023-04-19,17:15,BROOKLYN,10635,40.851249,-73.801444,POINT (-73.801444 40.851249),GRAND CONCOURSE,JEROME AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4002315,Sedan,,,,
2023-04-13,18:30,QUEENS,10422,,,,BELT PARKWAY,,,2,0,1,0,0,0,0,0,Unsafe Speed,,,,,4000609,TAXI,,,,
2023-01-25,17:45,QUEENS,,40.711763,-73.71988,POINT (-73.71988 40.711763),BELT PARKWAY,GRAND CONCOURSE,,2,0,0,0,1,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,4000167,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2023-11-11,06:45,,,,,,BROADWAY,CANAL STREET,,2,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,4000730,TAXI,Sedan,,,
2023-02-28,21:15,BROOKLYN,10956,40.852636,-73.863723,POINT (-73.863723 40.852636),LINDEN BOULEVARD,,,1,0,0,0,0,0,0,0,Unspecified,Driver Inattention/Distraction,,,,4004337,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
2023-11-02,23:45,BROOKLYN,10004,40.867417,-73.913682,POINT (-73.913682 40.867417),BROADWAY,NORTHERN BOULEVARD,,3,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,,,,4003358,Bike,Sedan,TAXI,,
2023-01-31,10:00,BROOKLYN,10475,,,,QUEENS BOULEVARD,FLATBUSH AVENUE,,2,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4003896,Bus,Box Truck,,,
2023-11-28,07:30,MANHATTAN,,40.572381,-74.077103,POINT (-74.077103 40.572381),QUEENS BOULEVARD,BELT PARKWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4002074,Unknown,Sedan,Sedan,,
2023-11-26,20:00,BROOKLYN,10232,40.807556,-73.759168,POINT (-73.759168 40.807556),GRAND CONCOURSE,,,1,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,,,,4004153,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-09-27,10:15,STATEN ISLAND,10551,40.656096,-73.752459,POINT (-73.752459 40.656096),,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4003945,Pick-up Truck,Bike,,,
2023-12-16,22:00,QUEENS,,40.63457,-74.11357,POINT (-74.11357 40.63457),HYLAN BOULEVARD,BELT PARKWAY,,2,0,0,0,0,0,1,0,Unspecified,Following Too Closely,,,,4003700,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-04-25,20:15,BROOKLYN,,40.557041,-73.882082,POINT (-73.882082 40.557041),BROADWAY,,,1,0,1,0,0,0,0,0,Following Too Closely,,,,,4001622,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-04-14,23:15,QUEENS,10731,,,,,,,3,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,4000587,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-06-03,10:45,QUEENS,11015,40.797608,-73.957248,POINT (-73.957248 40.797608),HYLAN BOULEVARD,CANAL STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4001401,Sedan,,Box Truck,,
2023-03-22,21:45,,,,,,HYLAN BOULEVARD,JEROME AVENUE,,0,0,0,0,0,0,0,0,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,4003045,Van,Sedan,Station Wagon/Sport Utility Vehicle,,
2023-01-26,00:15,QUEENS,10475,40.539489,-73.885307,POINT (-73.885307 40.539489),QUEENS BOULEVARD,LINDEN BOULEVARD,PARKING LOT,0,0,0,0,0,0,0,0,Backing Unsafely,Turning Improperly,,,,4003224,Motorcycle,Sedan,,,
2023-05-13,01:45,BROOKLYN,10797,40.832868,-74.220401,POINT (-74.220401 40.832868),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4001700,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-06-02,14:00,MANHATTAN,10876,40.890361,-73.89895,POINT (-73.89895 40.890361),QUEENS BOULEVARD,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4003088,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-12-24,12:45,QUEENS,,40.752808,-73.93172,POINT (-73.93172 40.752808),FLATBUSH AVENUE,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4004480,Sedan,Sedan,,,
2023-04-11,20:30,,,,,,GRAND CONCOURSE,QUEENS BOULEVARD,,4,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,4002981,Pick-up Truck,Van,,,
2023-09-29,13:15,BROOKLYN,10501,40.52357,-74.052845,POINT (-74.052845 40.52357),GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,Turning Improperly,,,4000040,Motorcycle,Sedan,,,
2023-09-28,17:15,QUEENS,,40.627236,-74.002852,POINT (-74.002852 40.627236),NORTHERN BOULEVARD,,PARKING LOT,4,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4001379,Sedan,Sedan,,,
2023-04-22,02:00,BROOKLYN,10588,,,,GRAND CONCOURSE,BROADWAY,,3,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,Turning Improperly,,,4002089,TAXI,Sedan,,,
2023-10-13,20:00,MANHATTAN,10670,40.875084,-73.799049,POINT (-73.799049 40.875084),LINDEN BOULEVARD,FLATBUSH AVENUE,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,4003924,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-09-13,01:00,BROOKLYN,,40.830306,-73.804075,POINT (-73.804075 40.830306),BROADWAY,BOSTON ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4002175,Van,TAXI,Station Wagon/Sport Utility Vehicle,,
2023-12-03,12:15,BRONX,11544,40.510676,-73.708073,POINT (-73.708073 40.510676),BOSTON ROAD,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Pavement Slippery,,,4003217,Sedan,,,,
2023-11-04,22:45,BRONX,10486,40.851493,-73.820792,POINT (-73.820792 40.851493),LINDEN BOULEVARD,,,2,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4002885,Unknown,Station Wagon/Sport Utility Vehicle,,,
2023-01-22,00:00,BROOKLYN,11155,40.802666,-73.917174,POINT (-73.917174 40.802666),JEROME AVENUE,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4000074,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
2023-02-18,03:15,BROOKLYN,11274,40.571134,-73.860612,POINT (-73.860612 40.571134),,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4004082,Pick-up Truck,Sedan,,,
2023-01-26,23:30,,,,,,CANAL STREET,HYLAN BOULEVARD,,1,0,0,0,0,0,0,0,Backing Unsafely,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,4004063,Sedan,Van,,,
2023-04-04,07:00,QUEENS,,40.673548,-73.774068,POINT (-73.774068 40.673548),ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,4002657,,Motorcycle,,,
2023-08-29,22:00,BROOKLYN,,40.839642,-73.94003,POINT (-73.94003 40.839642),BOSTON ROAD,JEROME AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Passing or Lane Usage Improper,,,,4003180,,Sedan,,,
2023-06-06,18:45,STATEN ISLAND,11517,40.509886,-73.886673,POINT (-73.886673 40.509886),NORTHERN BOULEVARD,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Backing Unsafely,,Passing or Lane Usage Improper,,,4002076,,Van,,,
2023-01-19,17:00,MANHATTAN,10825,40.914941,-73.748596,POINT (-73.748596 40.914941),NORTHERN BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Following Too Closely,,,,4000441,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Van,,
2023-03-01,03:00,QUEENS,11268,,,,NORTHERN BOULEVARD,BROADWAY,,2,0,0,0,0,0,0,0,,Backing Unsafely,,,,4004160,Pick-up Truck,Sedan,,,
2023-04-03,02:00,STATEN ISLAND,10381,40.90491,-74.059776,POINT (-74.059776 40.90491),BOSTON ROAD,FLATBUSH AVENUE,,2,0,0,0,0,0,1,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4002051,Pick-up Truck,,,,
2023-04-05,21:15,QUEENS,,40.892912,-73.949528,POINT (-73.949528 40.892912),,BOSTON ROAD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,4002541,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-02-01,17:00,STATEN ISLAND,,,,,FLATBUSH AVENUE,ATLANTIC AVENUE,,2,0,0,0,0,0,0,0,Following Too Closely,,,,,4003306,Sedan,,,,
2023-01-09,05:15,BRONX,11153,40.850761,-73.728578,POINT (-73.728578 40.850761),ATLANTIC AVENUE,BELT PARKWAY,PARKING LOT,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4001301,Sedan,Bike,,,
2023-12-12,03:30,BRONX,,40.574291,-73.888169,POINT (-73.888169 40.574291),HYLAN BOULEVARD,JEROME AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,4001781,Box Truck,Sedan,,,
2023-12-30,15:45,QUEENS,11199,40.653621,-74.197765,POINT (-74.197765 40.653621),BOSTON ROAD,BROADWAY,,0,0,0,0,0,0,0,0,Pavement Slippery,,Passing or Lane Usage Improper,,,4004912,Station Wagon/Sport Utility Vehicle,,,,
2023-11-28,21:30,BRONX,11427,40.758766,-73.706132,POINT (-73.706132 40.758766),BROADWAY,LINDEN BOULEVARD,PARKING LOT,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,4003430,Sedan,Pick-up Truck,,,
2023-03-27,17:15,QUEENS,10912,40.636143,-73.845564,POINT (-73.845564 40.636143),FLATBUSH AVENUE,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Unsafe Speed,,Backing Unsafely,,,4001304,Van,Sedan,,,
2023-05-24,00:30,BROOKLYN,10306,40.835805,-73.761584,POINT (-73.761584 40.835805),ATLANTIC AVENUE,JEROME AVENUE,,4,0,1,0,0,0,0,0,Unspecified,Unspecified,,,,4000236,Van,Station Wagon/Sport Utility Vehicle,,,
2023-09-04,10:15,QUEENS,10961,40.532812,-74.184927,POINT (-74.184927 40.532812),JEROME AVENUE,BOSTON ROAD,PARKING LOT,2,0,2,0,0,0,0,0,,Pavement Slippery,,,,4004262,Sedan,Station Wagon/Sport Utility Vehicle,Bike,,
2023-07-15,13:00,BRONX,11317,40.813581,-73.72827,POINT (-73.72827 40.813581),HYLAN BOULEVARD,,,0,0,0,0,0,0,0,0,Backing Unsafely,Traffic Control Disregarded,,,,4002599,Sedan,Pick-up Truck,,,
2023-10-13,00:30,MANHATTAN,10975,40.676721,-73.922623,POINT (-73.922623 40.676721),HYLAN BOULEVARD,,PARKING LOT,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4000520,Sedan,Van,,,
2023-12-23,21:45,BRONX,10069,40.896103,-73.802267,POINT (-73.802267 40.896103),ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,4002573,Sedan,TAXI,Van,,
2023-05-05,06:30,BROOKLYN,,40.584786,-73.942287,POINT (-73.942287 40.584786),FLATBUSH AVENUE,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4003280,Unknown,TAXI,,,
2023-06-07,07:45,STATEN ISLAND,10757,40.862138,-74.198601,POINT (-74.198601 40.862138),BROADWAY,BOSTON ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,Turning Improperly,,,4003186,Van,TAXI,,,
2023-11-17,23:45,,,,,,BOSTON ROAD,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4003953,Bus,Station Wagon/Sport Utility Vehicle,,,
2023-10-20,12:45,MANHATTAN,11603,40.724885,-73.773413,POINT (-73.773413 40.724885),BROADWAY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,Unsafe Speed,,,4002768,Station Wagon/Sport Utility Vehicle,Unknown,,,
